Query Name,Estimated Rows,Actual Rows,Difference,Relation Name,Node Type,Join Type,Scan Direction,Parent Node Type
21c.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
21c.sql :,1666,2315,-649,XXX,Hash,XXX,XXX,Hash Join
21c.sql :,1666,2315,-649,XXX,Hash Join,Inner,XXX,Hash
21c.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
21c.sql :,1,2,-1,link_type,Seq Scan,XXX,XXX,Hash
22a.sql :,1,2851,-2850,XXX,Gather,XXX,XXX,Aggregate
22a.sql :,1,950,-949,XXX,Nested Loop,Inner,XXX,Gather
22a.sql :,8,106470,-106462,XXX,Hash Join,Inner,XXX,Nested Loop
22a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
22a.sql :,1,1224,-1223,XXX,Hash,XXX,XXX,Hash Join
22a.sql :,1,1224,-1223,XXX,Nested Loop,Inner,XXX,Hash
22a.sql :,1,1224,-1223,XXX,Nested Loop,Inner,XXX,Nested Loop
22a.sql :,1,1478,-1477,XXX,Nested Loop,Inner,XXX,Nested Loop
22a.sql :,4,1907,-1903,XXX,Nested Loop,Inner,XXX,Nested Loop
22a.sql :,15,26221,-26206,XXX,Hash Join,Inner,XXX,Nested Loop
22a.sql :,55685,101090,-45405,movie_companies,Seq Scan,XXX,XXX,Hash Join
22a.sql :,55,49082,-49027,XXX,Hash,XXX,XXX,Hash Join
22a.sql :,55,49082,-49027,XXX,Hash Join,Inner,XXX,Hash
22a.sql :,2400,196255,-193855,XXX,Hash Join,Inner,XXX,Hash Join
22a.sql :,271270,223112,48158,movie_info,Seq Scan,XXX,XXX,Hash Join
22a.sql :,4332,108039,-103707,XXX,Hash,XXX,XXX,Hash Join
22a.sql :,4332,108039,-103707,XXX,Hash Join,Inner,XXX,Hash
22a.sql :,489462,390987,98475,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
22a.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
22a.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
22b.sql :,1,31,-30,XXX,Gather,XXX,XXX,Aggregate
22b.sql :,1,10,-9,XXX,Nested Loop,Inner,XXX,Gather
22b.sql :,6,869,-863,XXX,Hash Join,Inner,XXX,Nested Loop
22b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
22b.sql :,1,30,-29,XXX,Hash,XXX,XXX,Hash Join
22b.sql :,1,30,-29,XXX,Nested Loop,Inner,XXX,Hash
22b.sql :,1,30,-29,XXX,Nested Loop,Inner,XXX,Nested Loop
22b.sql :,1,58,-57,XXX,Nested Loop,Inner,XXX,Nested Loop
22b.sql :,3,79,-76,XXX,Nested Loop,Inner,XXX,Nested Loop
22b.sql :,15,26221,-26206,XXX,Hash Join,Inner,XXX,Nested Loop
22b.sql :,55685,101090,-45405,movie_companies,Seq Scan,XXX,XXX,Hash Join
22b.sql :,55,49082,-49027,XXX,Hash,XXX,XXX,Hash Join
22b.sql :,55,49082,-49027,XXX,Hash Join,Inner,XXX,Hash
22b.sql :,2400,196255,-193855,XXX,Hash Join,Inner,XXX,Hash Join
22b.sql :,271270,223112,48158,movie_info,Seq Scan,XXX,XXX,Hash Join
22b.sql :,4332,108039,-103707,XXX,Hash,XXX,XXX,Hash Join
22b.sql :,4332,108039,-103707,XXX,Hash Join,Inner,XXX,Hash
22b.sql :,489462,390987,98475,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
22b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
22b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
22c.sql :,1,21489,-21488,XXX,Gather,XXX,XXX,Aggregate
22c.sql :,1,7163,-7162,XXX,Nested Loop,Inner,XXX,Gather
22c.sql :,13,870324,-870311,XXX,Hash Join,Inner,XXX,Nested Loop
22c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
22c.sql :,1,11977,-11976,XXX,Hash,XXX,XXX,Hash Join
22c.sql :,1,11977,-11976,XXX,Nested Loop,Inner,XXX,Hash
22c.sql :,1,11977,-11976,XXX,Nested Loop,Inner,XXX,Nested Loop
22c.sql :,2,13444,-13442,XXX,Nested Loop,Inner,XXX,Nested Loop
22c.sql :,7,16731,-16724,XXX,Nested Loop,Inner,XXX,Nested Loop
22c.sql :,17,42758,-42741,XXX,Hash Join,Inner,XXX,Nested Loop
22c.sql :,55685,101090,-45405,movie_companies,Seq Scan,XXX,XXX,Hash Join
22c.sql :,65,71080,-71015,XXX,Hash,XXX,XXX,Hash Join
22c.sql :,65,71080,-71015,XXX,Hash Join,Inner,XXX,Hash
22c.sql :,2517,204750,-202233,XXX,Hash Join,Inner,XXX,Hash Join
22c.sql :,284402,238737,45665,movie_info,Seq Scan,XXX,XXX,Hash Join
22c.sql :,4943,151410,-146467,XXX,Hash,XXX,XXX,Hash Join
22c.sql :,4943,151410,-146467,XXX,Hash Join,Inner,XXX,Hash
22c.sql :,558578,445878,112700,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
22c.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
22c.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
22d.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
22d.sql :,1,15427,-15426,XXX,Nested Loop,Inner,XXX,Aggregate
22d.sql :,1,15427,-15426,XXX,Nested Loop,Inner,XXX,Nested Loop
22d.sql :,1,21616,-21615,XXX,Hash Join,Inner,XXX,Nested Loop
22d.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
22d.sql :,1,1372,-1371,XXX,Hash,XXX,XXX,Hash Join
22d.sql :,1,1372,-1371,XXX,Nested Loop,Inner,XXX,Hash
22d.sql :,96,153383,-153287,XXX,Hash Join,Inner,XXX,Nested Loop
22d.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
22d.sql :,8,14805,-14797,XXX,Hash,XXX,XXX,Hash Join
22d.sql :,8,14805,-14797,XXX,Hash Join,Inner,XXX,Hash
22d.sql :,26,21417,-21391,XXX,Nested Loop,Inner,XXX,Hash Join
22d.sql :,65,71080,-71015,XXX,Hash Join,Inner,XXX,Nested Loop
22d.sql :,2517,204750,-202233,XXX,Hash Join,Inner,XXX,Hash Join
22d.sql :,284402,238737,45665,movie_info,Seq Scan,XXX,XXX,Hash Join
22d.sql :,4943,151410,-146467,XXX,Hash,XXX,XXX,Hash Join
22d.sql :,4943,151410,-146467,XXX,Hash Join,Inner,XXX,Hash
22d.sql :,558578,445878,112700,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
22d.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
22d.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
23a.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
23a.sql :,1,206,-205,XXX,Nested Loop,Inner,XXX,Aggregate
23a.sql :,1,206,-205,XXX,Nested Loop,Inner,XXX,Nested Loop
23a.sql :,1,206,-205,XXX,Hash Join,Inner,XXX,Nested Loop
23a.sql :,2,1269,-1267,XXX,Hash Join,Inner,XXX,Hash Join
23a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
23a.sql :,1,352,-351,XXX,Hash,XXX,XXX,Hash Join
23a.sql :,1,352,-351,XXX,Nested Loop,Inner,XXX,Hash
23a.sql :,1,865,-864,XXX,Nested Loop,Inner,XXX,Nested Loop
23a.sql :,2,882,-880,XXX,Nested Loop,Inner,XXX,Nested Loop
23a.sql :,6,961,-955,XXX,Hash Join,Inner,XXX,Nested Loop
23a.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
23a.sql :,1,594,-593,XXX,Hash,XXX,XXX,Hash Join
23a.sql :,1,594,-593,XXX,Hash Join,Inner,XXX,Hash
23a.sql :,147,594,-447,movie_info,Seq Scan,XXX,XXX,Hash Join
23a.sql :,1,0,1,kind_type,Index Scan,XXX,Forward,Nested Loop
23a.sql :,33772,24592,9180,XXX,Hash,XXX,XXX,Hash Join
23a.sql :,33772,24592,9180,XXX,Hash Join,Inner,XXX,Hash
23b.sql :,1,16,-15,XXX,Gather,XXX,XXX,Aggregate
23b.sql :,1,5,-4,XXX,Nested Loop,Inner,XXX,Gather
23b.sql :,1,206,-205,XXX,Nested Loop,Inner,XXX,Nested Loop
23b.sql :,1,206,-205,XXX,Hash Join,Inner,XXX,Nested Loop
23b.sql :,2,1269,-1267,XXX,Hash Join,Inner,XXX,Hash Join
23b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
23b.sql :,1,352,-351,XXX,Hash,XXX,XXX,Hash Join
23b.sql :,1,352,-351,XXX,Nested Loop,Inner,XXX,Hash
23b.sql :,1,865,-864,XXX,Nested Loop,Inner,XXX,Nested Loop
23b.sql :,2,878,-876,XXX,Nested Loop,Inner,XXX,Nested Loop
23b.sql :,6,956,-950,XXX,Hash Join,Inner,XXX,Nested Loop
23b.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
23b.sql :,1,590,-589,XXX,Hash,XXX,XXX,Hash Join
23b.sql :,1,590,-589,XXX,Hash Join,Inner,XXX,Hash
23b.sql :,147,590,-443,movie_info,Seq Scan,XXX,XXX,Hash Join
23b.sql :,1,0,1,kind_type,Index Scan,XXX,Forward,Nested Loop
23b.sql :,33772,24592,9180,XXX,Hash,XXX,XXX,Hash Join
23b.sql :,33772,24592,9180,XXX,Hash Join,Inner,XXX,Hash
23b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
23c.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
23c.sql :,2,209,-207,XXX,Nested Loop,Inner,XXX,Aggregate
23c.sql :,2,209,-207,XXX,Hash Join,Inner,XXX,Nested Loop
23c.sql :,12,2053,-2041,XXX,Hash Join,Inner,XXX,Hash Join
23c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
23c.sql :,1,578,-577,XXX,Hash,XXX,XXX,Hash Join
23c.sql :,1,578,-577,XXX,Nested Loop,Inner,XXX,Hash
23c.sql :,1,578,-577,XXX,Nested Loop,Inner,XXX,Nested Loop
23c.sql :,2,882,-880,XXX,Nested Loop,Inner,XXX,Nested Loop
23c.sql :,2,882,-880,XXX,Nested Loop,Inner,XXX,Nested Loop
23c.sql :,6,961,-955,XXX,Hash Join,Inner,XXX,Nested Loop
23c.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
23c.sql :,1,594,-593,XXX,Hash,XXX,XXX,Hash Join
23c.sql :,1,594,-593,XXX,Hash Join,Inner,XXX,Hash
23c.sql :,147,594,-447,movie_info,Seq Scan,XXX,XXX,Hash Join
23c.sql :,33772,24592,9180,XXX,Hash,XXX,XXX,Hash Join
23c.sql :,33772,24592,9180,XXX,Hash Join,Inner,XXX,Hash
24a.sql :,1,275,-274,XXX,Nested Loop,Inner,XXX,Aggregate
24a.sql :,1,275,-274,XXX,Nested Loop,Inner,XXX,Nested Loop
24a.sql :,1,892,-891,XXX,Gather,XXX,XXX,Nested Loop
24a.sql :,1,297,-296,XXX,Hash Join,Inner,XXX,Gather
24a.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
24a.sql :,1,22,-21,XXX,Hash,XXX,XXX,Hash Join
24a.sql :,1,22,-21,XXX,Nested Loop,Inner,XXX,Hash
24a.sql :,1,4230,-4229,XXX,Nested Loop,Inner,XXX,Nested Loop
24a.sql :,1,7892,-7891,XXX,Nested Loop,Inner,XXX,Nested Loop
24a.sql :,1,8002,-8001,XXX,Hash Join,Inner,XXX,Nested Loop
24a.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
24a.sql :,1,3574,-3573,XXX,Hash,XXX,XXX,Hash Join
24a.sql :,1,3574,-3573,XXX,Hash Join,Inner,XXX,Hash
24a.sql :,355292,289159,66133,cast_info,Seq Scan,XXX,XXX,Hash Join
24a.sql :,1,585,-584,XXX,Hash,XXX,XXX,Hash Join
24a.sql :,1,585,-584,XXX,Hash Join,Inner,XXX,Hash
24a.sql :,19,585,-566,XXX,Hash Join,Inner,XXX,Hash Join
24a.sql :,65201,100416,-35215,movie_info,Seq Scan,XXX,XXX,Hash Join
24a.sql :,42,3232,-3190,XXX,Hash,XXX,XXX,Hash Join
24a.sql :,42,3232,-3190,XXX,Hash Join,Inner,XXX,Hash
24a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
24a.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
24a.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
24b.sql :,1,45,-44,XXX,Nested Loop,Inner,XXX,Aggregate
24b.sql :,1,775,-774,XXX,Gather,XXX,XXX,Nested Loop
24b.sql :,1,258,-257,XXX,Hash Join,Inner,XXX,Gather
24b.sql :,1087137,869710,217427,movie_companies,Seq Scan,XXX,XXX,Hash Join
24b.sql :,1,15,-14,XXX,Hash,XXX,XXX,Hash Join
24b.sql :,1,15,-14,XXX,Nested Loop,Inner,XXX,Hash
24b.sql :,1,58,-57,XXX,Nested Loop,Inner,XXX,Nested Loop
24b.sql :,5,6590,-6585,XXX,Hash Join,Inner,XXX,Nested Loop
24b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
24b.sql :,1,484,-483,XXX,Hash,XXX,XXX,Hash Join
24b.sql :,1,484,-483,XXX,Nested Loop,Inner,XXX,Hash
24b.sql :,1,491,-490,XXX,Hash Join,Inner,XXX,Nested Loop
24b.sql :,375560,300448,75112,aka_name,Seq Scan,XXX,XXX,Hash Join
24b.sql :,1,339,-338,XXX,Hash,XXX,XXX,Hash Join
24b.sql :,1,339,-338,XXX,Nested Loop,Inner,XXX,Hash
24b.sql :,38,13024,-12986,XXX,Hash Join,Inner,XXX,Nested Loop
24b.sql :,4311,13024,-8713,XXX,Hash Join,Inner,XXX,Hash Join
24b.sql :,65201,100416,-35215,movie_info,Seq Scan,XXX,XXX,Hash Join
24b.sql :,29608,92055,-62447,XXX,Hash,XXX,XXX,Hash Join
24b.sql :,29608,92055,-62447,XXX,Hash Join,Inner,XXX,Hash
24b.sql :,355292,289159,66133,cast_info,Seq Scan,XXX,XXX,Hash Join
24b.sql :,1,0,1,name,Index Scan,XXX,Forward,Nested Loop
24b.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
24b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Memoize
24b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
24b.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
25a.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
25a.sql :,1,1469,-1468,XXX,Nested Loop,Inner,XXX,Aggregate
25a.sql :,1,1469,-1468,XXX,Nested Loop,Inner,XXX,Nested Loop
25a.sql :,18,42863,-42845,XXX,Hash Join,Inner,XXX,Nested Loop
25a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
25a.sql :,1,1617,-1616,XXX,Hash,XXX,XXX,Hash Join
25a.sql :,1,1617,-1616,XXX,Nested Loop,Inner,XXX,Hash
25a.sql :,3,2883,-2880,XXX,Hash Join,Inner,XXX,Nested Loop
25a.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
25a.sql :,3,5493,-5490,XXX,Hash,XXX,XXX,Hash Join
25a.sql :,3,5493,-5490,XXX,Hash Join,Inner,XXX,Hash
25a.sql :,103,10138,-10035,XXX,Hash Join,Inner,XXX,Hash Join
25a.sql :,11690,10267,1423,movie_info,Seq Scan,XXX,XXX,Hash Join
25a.sql :,5089,153308,-148219,XXX,Hash,XXX,XXX,Hash Join
25a.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash
25a.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
25a.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
25b.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
25b.sql :,1,2,-1,XXX,Nested Loop,Inner,XXX,Aggregate
25b.sql :,1,2,-1,XXX,Nested Loop,Inner,XXX,Nested Loop
25b.sql :,1,12,-11,XXX,Hash Join,Inner,XXX,Nested Loop
25b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
25b.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
25b.sql :,1,3,-2,XXX,Hash,XXX,XXX,Hash Join
25b.sql :,1,3,-2,XXX,Nested Loop,Inner,XXX,Hash
25b.sql :,3,5493,-5490,XXX,Hash Join,Inner,XXX,Nested Loop
25b.sql :,103,10138,-10035,XXX,Hash Join,Inner,XXX,Hash Join
25b.sql :,11690,10267,1423,movie_info,Seq Scan,XXX,XXX,Hash Join
25b.sql :,5089,153308,-148219,XXX,Hash,XXX,XXX,Hash Join
25b.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash
25b.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
25b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
25b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
25c.sql :,2,3,-1,XXX,Gather,XXX,XXX,Aggregate
25c.sql :,1,8718,-8717,XXX,Nested Loop,Inner,XXX,Aggregate
25c.sql :,1,8718,-8717,XXX,Nested Loop,Inner,XXX,Nested Loop
25c.sql :,112,313684,-313572,XXX,Hash Join,Inner,XXX,Nested Loop
25c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
25c.sql :,9,9358,-9349,XXX,Hash,XXX,XXX,Hash Join
25c.sql :,9,9358,-9349,XXX,Nested Loop,Inner,XXX,Hash
25c.sql :,21,18052,-18031,XXX,Hash Join,Inner,XXX,Nested Loop
25c.sql :,535205,414905,120300,cast_info,Seq Scan,XXX,XXX,Hash Join
25c.sql :,18,34172,-34154,XXX,Hash,XXX,XXX,Hash Join
25c.sql :,18,34172,-34154,XXX,Hash Join,Inner,XXX,Hash
25c.sql :,648,62198,-61550,XXX,Hash Join,Inner,XXX,Hash Join
25c.sql :,73213,62990,10223,movie_info,Seq Scan,XXX,XXX,Hash Join
25c.sql :,5089,153308,-148219,XXX,Hash,XXX,XXX,Hash Join
25c.sql :,5089,153308,-148219,XXX,Hash Join,Inner,XXX,Hash
25c.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
25c.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
26a.sql :,1,1728,-1727,XXX,Nested Loop,Inner,XXX,Aggregate
26a.sql :,1,58947,-58946,XXX,Gather,XXX,XXX,Nested Loop
26a.sql :,1,19649,-19648,XXX,Nested Loop,Inner,XXX,Gather
26a.sql :,22,4227203,-4227181,XXX,Hash Join,Inner,XXX,Nested Loop
26a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
26a.sql :,12,25822,-25810,XXX,Hash,XXX,XXX,Hash Join
26a.sql :,12,25822,-25810,XXX,Nested Loop,Inner,XXX,Hash
26a.sql :,12,25822,-25810,XXX,Hash Join,Inner,XXX,Nested Loop
26a.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
26a.sql :,1,216,-215,XXX,Hash,XXX,XXX,Hash Join
26a.sql :,1,216,-215,XXX,Nested Loop,Inner,XXX,Hash
26a.sql :,7,2001,-1994,XXX,Nested Loop,Inner,XXX,Nested Loop
26a.sql :,13,5966,-5953,XXX,Hash Join,Inner,XXX,Nested Loop
26a.sql :,1479,8953,-7474,XXX,Hash Join,Inner,XXX,Hash Join
26a.sql :,79874,64280,15594,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
26a.sql :,8443,85941,-77498,XXX,Hash,XXX,XXX,Hash Join
26a.sql :,8443,85941,-77498,XXX,Hash Join,Inner,XXX,Hash
26a.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
26a.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
26a.sql :,1,2,-1,comp_cast_type,Seq Scan,XXX,XXX,Hash
26a.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
26a.sql :,1,0,1,kind_type,Index Scan,XXX,Forward,Nested Loop
26a.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
26a.sql :,1,0,1,char_name,Index Scan,XXX,Forward,Nested Loop
26b.sql :,1,93,-92,XXX,Nested Loop,Inner,XXX,Aggregate
26b.sql :,1,2300,-2299,XXX,Gather,XXX,XXX,Nested Loop
26b.sql :,1,767,-766,XXX,Nested Loop,Inner,XXX,Gather
26b.sql :,10,311287,-311277,XXX,Hash Join,Inner,XXX,Nested Loop
26b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
26b.sql :,6,1407,-1401,XXX,Hash,XXX,XXX,Hash Join
26b.sql :,6,1407,-1401,XXX,Nested Loop,Inner,XXX,Hash
26b.sql :,6,1407,-1401,XXX,Hash Join,Inner,XXX,Nested Loop
26b.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
26b.sql :,1,11,-10,XXX,Hash,XXX,XXX,Hash Join
26b.sql :,1,11,-10,XXX,Nested Loop,Inner,XXX,Hash
26b.sql :,1,320,-319,XXX,Nested Loop,Inner,XXX,Nested Loop
26b.sql :,3,804,-801,XXX,Hash Join,Inner,XXX,Nested Loop
26b.sql :,394,2533,-2139,XXX,Hash Join,Inner,XXX,Hash Join
26b.sql :,21262,17543,3719,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
26b.sql :,8443,85941,-77498,XXX,Hash,XXX,XXX,Hash Join
26b.sql :,8443,85941,-77498,XXX,Hash Join,Inner,XXX,Hash
26b.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
26b.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
26b.sql :,1,2,-1,comp_cast_type,Seq Scan,XXX,XXX,Hash
26b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
26b.sql :,1,0,1,XXX,Memoize,XXX,XXX,Nested Loop
26b.sql :,1,0,1,kind_type,Index Scan,XXX,Forward,Memoize
26b.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
26b.sql :,1,0,1,char_name,Index Scan,XXX,Forward,Nested Loop
26c.sql :,1,5400,-5399,XXX,Gather,XXX,XXX,Aggregate
26c.sql :,1,1800,-1799,XXX,Nested Loop,Inner,XXX,Gather
26c.sql :,6,63246,-63240,XXX,Nested Loop,Inner,XXX,Nested Loop
26c.sql :,6,63246,-63240,XXX,Hash Join,Inner,XXX,Nested Loop
26c.sql :,15118793,12081448,3037345,cast_info,Seq Scan,XXX,XXX,Hash Join
26c.sql :,1,420,-419,XXX,Hash,XXX,XXX,Hash Join
26c.sql :,1,420,-419,XXX,Nested Loop,Inner,XXX,Hash
26c.sql :,13,97715,-97702,XXX,Hash Join,Inner,XXX,Nested Loop
26c.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
26c.sql :,8,1343,-1335,XXX,Hash,XXX,XXX,Hash Join
26c.sql :,8,1343,-1335,XXX,Hash Join,Inner,XXX,Hash
26c.sql :,51,4312,-4261,XXX,Nested Loop,Inner,XXX,Hash Join
26c.sql :,94,20520,-20426,XXX,Hash Join,Inner,XXX,Nested Loop
26c.sql :,10648,61634,-50986,XXX,Hash Join,Inner,XXX,Hash Join
26c.sql :,575015,460012,115003,movie_info_idx,Seq Scan,XXX,XXX,Hash Join
26c.sql :,8443,85941,-77498,XXX,Hash,XXX,XXX,Hash Join
26c.sql :,8443,85941,-77498,XXX,Hash Join,Inner,XXX,Hash
26c.sql :,33772,85941,-52169,XXX,Hash Join,Inner,XXX,Hash Join
26c.sql :,1,2,-1,XXX,Hash,XXX,XXX,Hash Join
26c.sql :,1,2,-1,comp_cast_type,Seq Scan,XXX,XXX,Hash
26c.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
26c.sql :,1,0,1,keyword,Index Scan,XXX,Forward,Nested Loop
26c.sql :,1,0,1,char_name,Index Scan,XXX,Forward,Nested Loop
27a.sql :,1,477,-476,XXX,Nested Loop,Inner,XXX,Aggregate
27a.sql :,1,477,-476,XXX,Nested Loop,Inner,XXX,Nested Loop
27a.sql :,1,415,-414,XXX,Nested Loop,Inner,XXX,Nested Loop
27a.sql :,1,525,-524,XXX,Nested Loop,Inner,XXX,Nested Loop
27a.sql :,1,525,-524,XXX,Nested Loop,Inner,XXX,Nested Loop
27a.sql :,1,564,-563,XXX,Nested Loop,Inner,XXX,Nested Loop
27a.sql :,1,1591,-1590,XXX,Nested Loop,Inner,XXX,Nested Loop
27a.sql :,1,1831,-1830,XXX,Gather,XXX,XXX,Nested Loop
27a.sql :,1,610,-609,XXX,Hash Join,Inner,XXX,Gather
27a.sql :,522659,423996,98663,movie_companies,Seq Scan,XXX,XXX,Hash Join
27a.sql :,1,294,-293,XXX,Hash,XXX,XXX,Hash Join
27a.sql :,1,294,-293,XXX,Hash Join,Inner,XXX,Hash
27a.sql :,54452,44746,9706,movie_info,Seq Scan,XXX,XXX,Hash Join
27a.sql :,5,1847,-1842,XXX,Hash,XXX,XXX,Hash Join
27a.sql :,5,1847,-1842,XXX,Nested Loop,Inner,XXX,Hash
27a.sql :,14,3515,-3501,XXX,Hash Join,Inner,XXX,Nested Loop
27a.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
27a.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
27b.sql :,1,247,-246,XXX,Nested Loop,Inner,XXX,Aggregate
27b.sql :,1,247,-246,XXX,Nested Loop,Inner,XXX,Nested Loop
27b.sql :,1,418,-417,XXX,Nested Loop,Inner,XXX,Nested Loop
27b.sql :,1,475,-474,XXX,Nested Loop,Inner,XXX,Nested Loop
27b.sql :,1,475,-474,XXX,Nested Loop,Inner,XXX,Nested Loop
27b.sql :,1,38,-37,XXX,Gather,XXX,XXX,Nested Loop
27b.sql :,1,13,-12,XXX,Nested Loop,Inner,XXX,Gather
27b.sql :,1,258,-257,XXX,Nested Loop,Inner,XXX,Nested Loop
27b.sql :,3,755,-752,XXX,Nested Loop,Inner,XXX,Nested Loop
27b.sql :,13,853,-840,XXX,Hash Join,Inner,XXX,Nested Loop
27b.sql :,522659,423996,98663,movie_companies,Seq Scan,XXX,XXX,Hash Join
27b.sql :,5,424,-419,XXX,Hash,XXX,XXX,Hash Join
27b.sql :,5,424,-419,XXX,Hash Join,Inner,XXX,Hash
27b.sql :,54452,44746,9706,movie_info,Seq Scan,XXX,XXX,Hash Join
27b.sql :,14,3515,-3501,XXX,Hash,XXX,XXX,Hash Join
27b.sql :,14,3515,-3501,XXX,Hash Join,Inner,XXX,Hash
27b.sql :,1884971,1507977,376994,movie_keyword,Seq Scan,XXX,XXX,Hash Join
27b.sql :,1,0,1,company_type,Index Scan,XXX,Forward,Memoize
27b.sql :,1,0,1,company_name,Index Scan,XXX,Forward,Nested Loop
27b.sql :,1,0,1,title,Index Scan,XXX,Forward,Nested Loop
27c.sql :,1,743,-742,XXX,Nested Loop,Inner,XXX,Aggregate
27c.sql :,1,743,-742,XXX,Nested Loop,Inner,XXX,Nested Loop
27c.sql :,1,1028,-1027,XXX,Nested Loop,Inner,XXX,Nested Loop
27c.sql :,4,1028,-1024,XXX,Hash Join,Inner,XXX,Nested Loop
